state,year,quarter,district,count,amount
andaman-&-nicobar-islands,2022,1,south andaman,692,982206.0
andaman-&-nicobar-islands,2022,1,north and middle andaman,48,85229.0
andaman-&-nicobar-islands,2022,1,nicobars,28,63852.0
andaman-&-nicobar-islands,2022,2,south andaman,430,633029.0
andaman-&-nicobar-islands,2022,2,north and middle andaman,45,90403.0
andaman-&-nicobar-islands,2022,2,nicobars,26,56308.0
andaman-&-nicobar-islands,2022,3,south andaman,535,687813.0
andaman-&-nicobar-islands,2022,3,north and middle andaman,70,129013.0
andaman-&-nicobar-islands,2022,3,nicobars,38,85640.0
andaman-&-nicobar-islands,2022,4,south andaman,750,1114857.0
andaman-&-nicobar-islands,2022,4,north and middle andaman,112,224198.0
andaman-&-nicobar-islands,2022,4,nicobars,39,102155.0
andaman-&-nicobar-islands,2024,1,south andaman,1190,1657627.0
andaman-&-nicobar-islands,2024,1,north and middle andaman,125,229226.0
andaman-&-nicobar-islands,2024,1,nicobars,56,77703.0
andaman-&-nicobar-islands,2024,2,south andaman,974,1513489.0
andaman-&-nicobar-islands,2024,2,north and middle andaman,74,164686.0
andaman-&-nicobar-islands,2024,2,nicobars,49,66519.0
andaman-&-nicobar-islands,2024,3,south andaman,1044,1530179.0
andaman-&-nicobar-islands,2024,3,north and middle andaman,95,151791.0
andaman-&-nicobar-islands,2024,3,nicobar,51,68638.0
andaman-&-nicobar-islands,2024,3,nicobars,1,2192.0
andaman-&-nicobar-islands,2024,4,south andaman,1085,1670015.0
andaman-&-nicobar-islands,2024,4,north and middle andaman,131,219770.0
andaman-&-nicobar-islands,2024,4,nicobar,77,136595.0
andaman-&-nicobar-islands,2023,1,south andaman,872,1172083.0
andaman-&-nicobar-islands,2023,1,north and middle andaman,85,178969.0
andaman-&-nicobar-islands,2023,1,nicobars,47,88146.0
andaman-&-nicobar-islands,2023,2,south andaman,670,1060976.0
andaman-&-nicobar-islands,2023,2,north and middle andaman,56,109742.0
andaman-&-nicobar-islands,2023,2,nicobars,42,62677.0
andaman-&-nicobar-islands,2023,3,south andaman,682,1052324.0
andaman-&-nicobar-islands,2023,3,north and middle andaman,77,133536.0
andaman-&-nicobar-islands,2023,3,nicobars,36,65285.0
andaman-&-nicobar-islands,2023,4,south andaman,1006,1504528.0
andaman-&-nicobar-islands,2023,4,north and middle andaman,95,156995.0
andaman-&-nicobar-islands,2023,4,nicobars,44,96298.0
andaman-&-nicobar-islands,2021,1,south andaman,164,167044.0
andaman-&-nicobar-islands,2021,1,north and middle andaman,48,63978.0
andaman-&-nicobar-islands,2021,1,nicobars,13,13244.0
andaman-&-nicobar-islands,2021,2,south andaman,105,121104.0
andaman-&-nicobar-islands,2021,2,north and middle andaman,28,45311.0
andaman-&-nicobar-islands,2021,2,nicobars,4,15089.0
andaman-&-nicobar-islands,2021,3,south andaman,182,223699.0
andaman-&-nicobar-islands,2021,3,north and middle andaman,33,50997.0
andaman-&-nicobar-islands,2021,3,nicobars,15,30539.0
andaman-&-nicobar-islands,2021,4,south andaman,632,800758.0
andaman-&-nicobar-islands,2021,4,north and middle andaman,81,182061.0
andaman-&-nicobar-islands,2021,4,nicobars,44,73561.0
andaman-&-nicobar-islands,2020,2,nicobars,3,565.0
andaman-&-nicobar-islands,2020,2,south andaman,3,795.0
andaman-&-nicobar-islands,2020,3,south andaman,35,13651.0
andaman-&-nicobar-islands,2020,3,nicobars,5,1448.0
andaman-&-nicobar-islands,2020,3,north and middle andaman,1,281.0
andaman-&-nicobar-islands,2020,4,south andaman,109,137494.0
andaman-&-nicobar-islands,2020,4,north and middle andaman,13,17734.0
andaman-&-nicobar-islands,2020,4,nicobars,2,2747.0
tamil-nadu,2022,1,chennai,9138,9949256.0
tamil-nadu,2022,1,thiruvallur,5793,7146597.0
tamil-nadu,2022,1,coimbatore,4682,6798923.0
tamil-nadu,2022,1,chengalpattu,4588,5867983.0
tamil-nadu,2022,1,kancheepuram,3182,3910459.0
tamil-nadu,2022,1,tiruppur,2393,3287882.0
tamil-nadu,2022,1,madurai,1996,2487362.0
tamil-nadu,2022,1,krishnagiri,1582,2435788.0
tamil-nadu,2022,1,salem,1415,2147587.0
tamil-nadu,2022,1,erode,1139,1890815.0
tamil-nadu,2022,2,chennai,8966,9428379.0
tamil-nadu,2022,2,thiruvallur,5732,6846087.0
tamil-nadu,2022,2,chengalpattu,5135,6248146.0
tamil-nadu,2022,2,coimbatore,4859,6626440.0
tamil-nadu,2022,2,kancheepuram,3162,3846819.0
tamil-nadu,2022,2,tiruppur,2124,2931960.0
tamil-nadu,2022,2,madurai,1698,2180677.0
tamil-nadu,2022,2,krishnagiri,1589,2378328.0
tamil-nadu,2022,2,salem,1359,1934101.0
tamil-nadu,2022,2,erode,1095,1709224.0
tamil-nadu,2022,3,chennai,12059,12069618.0
tamil-nadu,2022,3,thiruvallur,7766,8767762.0
tamil-nadu,2022,3,coimbatore,6704,8554497.0
tamil-nadu,2022,3,chengalpattu,6535,7905304.0
tamil-nadu,2022,3,kancheepuram,4007,4599265.0
tamil-nadu,2022,3,tiruppur,3159,4086616.0
tamil-nadu,2022,3,madurai,2580,3145380.0
tamil-nadu,2022,3,salem,2209,2747178.0
tamil-nadu,2022,3,krishnagiri,2049,2783886.0
tamil-nadu,2022,3,erode,1604,2050237.0
tamil-nadu,2022,4,chennai,21588,21184965.0
tamil-nadu,2022,4,thiruvallur,14602,15650997.0
tamil-nadu,2022,4,coimbatore,12780,15595276.0
tamil-nadu,2022,4,chengalpattu,12532,14457953.0
tamil-nadu,2022,4,tiruppur,8141,9483703.0
tamil-nadu,2022,4,kancheepuram,7909,8581184.0
tamil-nadu,2022,4,madurai,5446,6050332.0
tamil-nadu,2022,4,salem,3949,4750490.0
tamil-nadu,2022,4,tiruchirappalli,3089,3688816.0
tamil-nadu,2022,4,krishnagiri,3025,3993729.0
tamil-nadu,2024,1,chennai,20315,23283126.0
tamil-nadu,2024,1,thiruvallur,13891,17283816.0
tamil-nadu,2024,1,chengalpattu,12435,17039816.0
tamil-nadu,2024,1,coimbatore,10809,16192243.0
tamil-nadu,2024,1,kancheepuram,7773,9969005.0
tamil-nadu,2024,1,tiruppur,5591,7715676.0
tamil-nadu,2024,1,madurai,4067,4939832.0
tamil-nadu,2024,1,krishnagiri,3285,4832657.0
tamil-nadu,2024,1,salem,3249,4460786.0
tamil-nadu,2024,1,erode,2399,3459007.0
tamil-nadu,2024,2,chennai,18043,21201607.0
tamil-nadu,2024,2,thiruvallur,12220,16133783.0
tamil-nadu,2024,2,chengalpattu,10822,15264686.0
tamil-nadu,2024,2,coimbatore,9096,13918959.0
tamil-nadu,2024,2,kancheepuram,6638,8882250.0
tamil-nadu,2024,2,tiruppur,4693,6791083.0
tamil-nadu,2024,2,madurai,3511,4601610.0
tamil-nadu,2024,2,krishnagiri,3015,4726099.0
tamil-nadu,2024,2,salem,2967,4272739.0
tamil-nadu,2024,2,tiruchirappalli,2063,3041944.0
tamil-nadu,2024,3,chennai,35114,42146763.0
tamil-nadu,2024,3,chengalpattu,11242,15837681.0
tamil-nadu,2024,3,coimbatore,11224,17306024.0
tamil-nadu,2024,3,tiruvallur,6791,9622643.0
tamil-nadu,2024,3,tiruppur,6071,8694793.0
tamil-nadu,2024,3,madurai,4876,6055754.0
tamil-nadu,2024,3,krishnagiri,3510,5636921.0
tamil-nadu,2024,3,salem,3448,5124969.0
tamil-nadu,2024,3,kancheepuram,2630,3465360.0
tamil-nadu,2024,3,erode,2519,4021789.0
tamil-nadu,2024,4,chennai,35408,43569170.0
tamil-nadu,2024,4,coimbatore,12866,19222550.0
tamil-nadu,2024,4,chengalpattu,11836,16887124.0
tamil-nadu,2024,4,tiruppur,7641,10484301.0
tamil-nadu,2024,4,tiruvallur,7606,10166523.0
tamil-nadu,2024,4,madurai,5119,6427615.0
tamil-nadu,2024,4,krishnagiri,3802,5691238.0
tamil-nadu,2024,4,salem,3696,5153549.0
tamil-nadu,2024,4,kancheepuram,3048,3716588.0
tamil-nadu,2024,4,erode,2987,4323698.0
tamil-nadu,2023,1,chennai,20140,20511279.0
tamil-nadu,2023,1,thiruvallur,11786,13822733.0
tamil-nadu,2023,1,chengalpattu,10889,13219385.0
tamil-nadu,2023,1,coimbatore,8237,11516151.0
tamil-nadu,2023,1,kancheepuram,6509,7876962.0
tamil-nadu,2023,1,tiruppur,4156,5722551.0
tamil-nadu,2023,1,madurai,3374,4231159.0
tamil-nadu,2023,1,salem,2276,3567805.0
tamil-nadu,2023,1,krishnagiri,2241,3438813.0
tamil-nadu,2023,1,tiruchirappalli,1856,2656812.0
tamil-nadu,2023,2,chennai,15678,16453783.0
tamil-nadu,2023,2,thiruvallur,10840,12569262.0
tamil-nadu,2023,2,chengalpattu,9446,12053100.0
tamil-nadu,2023,2,coimbatore,7642,11108776.0
tamil-nadu,2023,2,kancheepuram,5617,6741272.0
tamil-nadu,2023,2,tiruppur,3632,5133652.0
tamil-nadu,2023,2,madurai,2807,3493908.0
tamil-nadu,2023,2,krishnagiri,2245,3368129.0
tamil-nadu,2023,2,salem,2159,3040483.0
tamil-nadu,2023,2,tiruchirappalli,1715,2570522.0
tamil-nadu,2023,3,chennai,17189,16904783.0
tamil-nadu,2023,3,thiruvallur,11243,13346229.0
tamil-nadu,2023,3,chengalpattu,10034,12400195.0
tamil-nadu,2023,3,coimbatore,9191,12345880.0
tamil-nadu,2023,3,kancheepuram,6210,7517191.0
tamil-nadu,2023,3,tiruppur,4011,5538630.0
tamil-nadu,2023,3,madurai,3482,3880637.0
tamil-nadu,2023,3,salem,2839,3721101.0
tamil-nadu,2023,3,krishnagiri,2762,3917713.0
tamil-nadu,2023,3,tiruchirappalli,2159,2940470.0
tamil-nadu,2023,4,chennai,18144,19953865.0
tamil-nadu,2023,4,thiruvallur,12314,14959202.0
tamil-nadu,2023,4,coimbatore,11552,16411541.0
tamil-nadu,2023,4,chengalpattu,11085,14820002.0
tamil-nadu,2023,4,kancheepuram,6875,8403688.0
tamil-nadu,2023,4,tiruppur,5883,8071753.0
tamil-nadu,2023,4,madurai,4414,5508470.0
tamil-nadu,2023,4,salem,3180,4420307.0
tamil-nadu,2023,4,krishnagiri,3172,4852330.0
tamil-nadu,2023,4,tiruchirappalli,2475,3470880.0
tamil-nadu,2021,1,chennai,2570,2012553.0
tamil-nadu,2021,1,thiruvallur,1592,1272511.0
tamil-nadu,2021,1,chengalpattu,1311,1231310.0
tamil-nadu,2021,1,coimbatore,1256,882626.0
tamil-nadu,2021,1,kancheepuram,934,721686.0
tamil-nadu,2021,1,tiruppur,710,476739.0
tamil-nadu,2021,1,krishnagiri,556,461927.0
tamil-nadu,2021,1,madurai,502,410270.0
tamil-nadu,2021,1,salem,479,373355.0
tamil-nadu,2021,1,erode,368,274543.0
tamil-nadu,2021,2,chennai,2673,2195652.0
tamil-nadu,2021,2,thiruvallur,2066,1899615.0
tamil-nadu,2021,2,coimbatore,1592,1477281.0
tamil-nadu,2021,2,chengalpattu,1477,1417438.0
tamil-nadu,2021,2,kancheepuram,1140,1118225.0
tamil-nadu,2021,2,tiruppur,861,699383.0
tamil-nadu,2021,2,madurai,793,701143.0
tamil-nadu,2021,2,krishnagiri,606,582625.0
tamil-nadu,2021,2,salem,590,519803.0
tamil-nadu,2021,2,erode,455,425242.0
tamil-nadu,2021,3,chennai,4367,3861435.0
tamil-nadu,2021,3,thiruvallur,2885,2839315.0
tamil-nadu,2021,3,coimbatore,2007,1991798.0
tamil-nadu,2021,3,chengalpattu,1893,2088255.0
tamil-nadu,2021,3,kancheepuram,1442,1367259.0
tamil-nadu,2021,3,tiruppur,1193,1061146.0
tamil-nadu,2021,3,madurai,881,881288.0
tamil-nadu,2021,3,krishnagiri,840,869170.0
tamil-nadu,2021,3,salem,805,1004135.0
tamil-nadu,2021,3,erode,625,682937.0
tamil-nadu,2021,4,chennai,5769,6143037.0
tamil-nadu,2021,4,thiruvallur,3895,4604901.0
tamil-nadu,2021,4,coimbatore,2943,4272322.0
tamil-nadu,2021,4,chengalpattu,2877,3652362.0
tamil-nadu,2021,4,tiruppur,2096,2467072.0
tamil-nadu,2021,4,kancheepuram,2055,2467606.0
tamil-nadu,2021,4,madurai,1507,1719722.0
tamil-nadu,2021,4,krishnagiri,1323,1653893.0
tamil-nadu,2021,4,salem,959,1307980.0
tamil-nadu,2021,4,tiruchirappalli,792,1056977.0
tamil-nadu,2020,2,chennai,1251,220843.0
tamil-nadu,2020,2,chengalpattu,922,167660.0
tamil-nadu,2020,2,thiruvallur,723,141152.0
tamil-nadu,2020,2,kancheepuram,426,81310.0
tamil-nadu,2020,2,coimbatore,404,84687.0
tamil-nadu,2020,2,tiruppur,183,39160.0
tamil-nadu,2020,2,vellore,143,27782.0
tamil-nadu,2020,2,madurai,128,27235.0
tamil-nadu,2020,2,krishnagiri,127,27365.0
tamil-nadu,2020,2,tiruchirappalli,118,23932.0
tamil-nadu,2020,3,chennai,1054,285279.0
tamil-nadu,2020,3,coimbatore,932,282409.0
tamil-nadu,2020,3,thiruvallur,823,245818.0
tamil-nadu,2020,3,chengalpattu,683,205559.0
tamil-nadu,2020,3,kancheepuram,517,137966.0
tamil-nadu,2020,3,tiruppur,474,116510.0
tamil-nadu,2020,3,krishnagiri,305,82355.0
tamil-nadu,2020,3,madurai,280,71534.0
tamil-nadu,2020,3,salem,276,76062.0
tamil-nadu,2020,3,tiruchirappalli,242,63698.0
tamil-nadu,2020,4,chennai,1615,1430154.0
tamil-nadu,2020,4,thiruvallur,1001,937498.0
tamil-nadu,2020,4,coimbatore,989,761940.0
tamil-nadu,2020,4,chengalpattu,937,911872.0
tamil-nadu,2020,4,kancheepuram,696,631757.0
tamil-nadu,2020,4,tiruppur,542,423333.0
tamil-nadu,2020,4,krishnagiri,468,393985.0
tamil-nadu,2020,4,madurai,359,345586.0
tamil-nadu,2020,4,salem,341,236999.0
tamil-nadu,2020,4,tiruchirappalli,269,225395.0
lakshadweep,2022,1,lakshadweep,27,34664.0
lakshadweep,2022,2,lakshadweep,18,27463.0
lakshadweep,2022,3,lakshadweep,38,41504.0
lakshadweep,2022,4,lakshadweep,15,27135.0
lakshadweep,2024,1,lakshadweep,15,12935.0
lakshadweep,2024,2,lakshadweep,26,33630.0
lakshadweep,2024,3,lakshadweep,49,55312.0
lakshadweep,2024,4,lakshadweep,159,185542.0
lakshadweep,2023,1,lakshadweep,26,30199.0
lakshadweep,2023,2,lakshadweep,15,38384.0
lakshadweep,2023,3,lakshadweep,12,12407.0
lakshadweep,2023,4,lakshadweep,53,78346.0
lakshadweep,2021,1,lakshadweep,4,5225.0
lakshadweep,2021,2,lakshadweep,5,6962.0
lakshadweep,2021,3,lakshadweep,19,16034.0
lakshadweep,2021,4,lakshadweep,11,17096.0
lakshadweep,2020,3,lakshadweep,4,1199.0
telangana,2022,1,hyderabad,7434,9813417.0
telangana,2022,1,medchal malkajgiri,7300,10383529.0
telangana,2022,1,rangareddy,7261,10851640.0
telangana,2022,1,warangal urban,1844,2603848.0
telangana,2022,1,sangareddy,1654,2731166.0
telangana,2022,1,karimnagar,949,1122703.0
telangana,2022,1,nalgonda,902,1364965.0
telangana,2022,1,khammam,861,1319040.0
telangana,2022,1,mancherial,860,1294290.0
telangana,2022,1,bhadradri kothagudem,809,1305086.0
telangana,2022,2,rangareddy,10065,13653367.0
telangana,2022,2,hyderabad,9542,11365866.0
telangana,2022,2,medchal malkajgiri,8919,11248856.0
telangana,2022,2,sangareddy,2309,2962591.0
telangana,2022,2,warangal urban,2042,2140645.0
telangana,2022,2,karimnagar,1191,1432900.0
telangana,2022,2,nalgonda,1156,1581874.0
telangana,2022,2,bhadradri kothagudem,1097,1306578.0
telangana,2022,2,khammam,1030,1255370.0
telangana,2022,2,mancherial,774,1007355.0
telangana,2022,3,rangareddy,11801,15523643.0
telangana,2022,3,hyderabad,10560,12374531.0
telangana,2022,3,medchal malkajgiri,10158,12806190.0
telangana,2022,3,sangareddy,2789,3682903.0
telangana,2022,3,warangal urban,2301,2550693.0
telangana,2022,3,nalgonda,1410,1593165.0
telangana,2022,3,bhadradri kothagudem,1180,1626914.0
telangana,2022,3,khammam,1096,1388763.0
telangana,2022,3,karimnagar,1050,1412025.0
telangana,2022,3,peddapalle,897,1031748.0
telangana,2022,4,rangareddy,15005,21565381.0
telangana,2022,4,medchal malkajgiri,12852,17986714.0
telangana,2022,4,hyderabad,12819,15945642.0
telangana,2022,4,sangareddy,3439,4978596.0
telangana,2022,4,warangal urban,3013,3748304.0
telangana,2022,4,bhadradri kothagudem,1592,2285868.0
telangana,2022,4,nalgonda,1431,1845429.0
telangana,2022,4,peddapalle,1399,1878146.0
telangana,2022,4,khammam,1348,1907848.0
telangana,2022,4,karimnagar,1283,1902354.0
telangana,2024,1,rangareddy,16320,28043767.0
telangana,2024,1,medchal malkajgiri,13170,22159517.0
telangana,2024,1,hyderabad,11966,18583125.0
telangana,2024,1,sangareddy,3929,5817730.0
telangana,2024,1,warangal urban,2456,3587490.0
telangana,2024,1,nalgonda,1761,2405921.0
telangana,2024,1,bhadradri kothagudem,1519,2237078.0
telangana,2024,1,khammam,1504,2098139.0
telangana,2024,1,karimnagar,1422,2147320.0
telangana,2024,1,mancherial,1273,1841154.0
telangana,2024,2,rangareddy,14737,27179956.0
telangana,2024,2,medchal malkajgiri,11218,19700267.0
telangana,2024,2,hyderabad,10273,16680628.0
telangana,2024,2,sangareddy,3410,6286518.0
telangana,2024,2,warangal urban,1981,3125808.0
telangana,2024,2,nalgonda,1286,1768007.0
telangana,2024,2,khammam,1149,1968801.0
telangana,2024,2,bhadradri kothagudem,1124,1799362.0
telangana,2024,2,karimnagar,1091,1614647.0
telangana,2024,2,mancherial,959,1318494.0
telangana,2024,3,rangareddy,15791,29402130.0
telangana,2024,3,medchal malkajgiri,13882,23616761.0
telangana,2024,3,hyderabad,11059,18340858.0
telangana,2024,3,sangareddy,3650,6867539.0
telangana,2024,3,hanumakonda,1957,2882250.0
telangana,2024,3,nalgonda,1676,2460859.0
telangana,2024,3,khammam,1395,2122048.0
telangana,2024,3,karimnagar,1349,2270276.0
telangana,2024,3,bhadradri kothagudem,1317,2047712.0
telangana,2024,3,nizamabad,1245,2063413.0
telangana,2024,4,rangareddy,18678,32749841.0
telangana,2024,4,medchal malkajgiri,16649,27751990.0
telangana,2024,4,hyderabad,13218,20197399.0
telangana,2024,4,sangareddy,4430,7699707.0
telangana,2024,4,hanumakonda,2280,3654284.0
telangana,2024,4,nalgonda,2062,2721753.0
telangana,2024,4,khammam,1694,2271424.0
telangana,2024,4,karimnagar,1611,2425786.0
telangana,2024,4,bhadradri kothagudem,1585,2225897.0
telangana,2024,4,peddapalli,1508,2185349.0
telangana,2023,1,rangareddy,13622,21152107.0
telangana,2023,1,medchal malkajgiri,11454,16935012.0
telangana,2023,1,hyderabad,10418,14820277.0
telangana,2023,1,sangareddy,3015,4745090.0
telangana,2023,1,warangal urban,2312,3203776.0
telangana,2023,1,nalgonda,1236,1952099.0
telangana,2023,1,karimnagar,1139,1741178.0
telangana,2023,1,bhadradri kothagudem,1128,1801388.0
telangana,2023,1,khammam,1092,1715072.0
telangana,2023,1,peddapalle,1068,1657846.0
telangana,2023,2,rangareddy,13998,20753771.0
telangana,2023,2,medchal malkajgiri,11833,17077694.0
telangana,2023,2,hyderabad,10818,14610195.0
telangana,2023,2,sangareddy,2919,4750595.0
telangana,2023,2,warangal urban,2155,2533869.0
telangana,2023,2,nalgonda,1238,1675694.0
telangana,2023,2,bhadradri kothagudem,1151,1627129.0
telangana,2023,2,karimnagar,1074,1547293.0
telangana,2023,2,mancherial,980,1356480.0
telangana,2023,2,khammam,977,1455116.0
telangana,2023,3,rangareddy,16236,23374057.0
telangana,2023,3,medchal malkajgiri,13044,17698951.0
telangana,2023,3,hyderabad,11568,14426420.0
telangana,2023,3,sangareddy,3242,4802022.0
telangana,2023,3,warangal urban,2253,2961157.0
telangana,2023,3,nalgonda,1531,1957682.0
telangana,2023,3,bhadradri kothagudem,1189,1750083.0
telangana,2023,3,khammam,1165,1654105.0
telangana,2023,3,karimnagar,1066,1423910.0
telangana,2023,3,peddapalle,937,1375183.0
telangana,2023,4,rangareddy,16541,29175361.0
telangana,2023,4,medchal malkajgiri,13254,22372378.0
telangana,2023,4,hyderabad,12099,18060782.0
telangana,2023,4,sangareddy,3604,6270437.0
telangana,2023,4,warangal urban,2698,3941935.0
telangana,2023,4,nalgonda,1399,2410148.0
telangana,2023,4,karimnagar,1269,2100573.0
telangana,2023,4,bhadradri kothagudem,1224,2079214.0
telangana,2023,4,khammam,1143,1885877.0
telangana,2023,4,peddapalle,1120,1681028.0
telangana,2021,1,hyderabad,5067,2446647.0
telangana,2021,1,rangareddy,4821,2864273.0
telangana,2021,1,medchal malkajgiri,4375,2393448.0
telangana,2021,1,warangal urban,1333,701830.0
telangana,2021,1,sangareddy,1250,790111.0
telangana,2021,1,nalgonda,1034,573172.0
telangana,2021,1,karimnagar,960,472977.0
telangana,2021,1,khammam,906,460358.0
telangana,2021,1,nizamabad,749,330191.0
telangana,2021,1,bhadradri kothagudem,685,366242.0
telangana,2021,2,rangareddy,5618,4515303.0
telangana,2021,2,hyderabad,5616,3945773.0
telangana,2021,2,medchal malkajgiri,5094,3743459.0
telangana,2021,2,warangal urban,1267,944761.0
telangana,2021,2,sangareddy,1264,979882.0
telangana,2021,2,khammam,946,566839.0
telangana,2021,2,nalgonda,834,548380.0
telangana,2021,2,karimnagar,786,446639.0
telangana,2021,2,nizamabad,760,463775.0
telangana,2021,2,bhadradri kothagudem,639,529480.0
telangana,2021,3,hyderabad,5201,3813732.0
telangana,2021,3,rangareddy,5064,4209112.0
telangana,2021,3,medchal malkajgiri,4896,3968450.0
telangana,2021,3,warangal urban,1340,967149.0
telangana,2021,3,sangareddy,1257,1064357.0
telangana,2021,3,nalgonda,822,627098.0
telangana,2021,3,khammam,782,536480.0
telangana,2021,3,karimnagar,760,418556.0
telangana,2021,3,nizamabad,545,423866.0
telangana,2021,3,mancherial,539,413727.0
telangana,2021,4,hyderabad,7016,7001072.0
telangana,2021,4,rangareddy,6835,7932450.0
telangana,2021,4,medchal malkajgiri,6553,7341035.0
telangana,2021,4,warangal urban,2289,2254395.0
telangana,2021,4,sangareddy,1219,1921406.0
telangana,2021,4,khammam,1054,1159144.0
telangana,2021,4,karimnagar,962,970635.0
telangana,2021,4,bhadradri kothagudem,840,953767.0
telangana,2021,4,mancherial,814,909975.0
telangana,2021,4,peddapalle,666,805934.0
telangana,2020,2,hyderabad,4783,805518.0
telangana,2020,2,rangareddy,4495,778492.0
telangana,2020,2,medchal malkajgiri,4150,711890.0
telangana,2020,2,warangal urban,786,147920.0
telangana,2020,2,sangareddy,712,134962.0
telangana,2020,2,karimnagar,410,78638.0
telangana,2020,2,nizamabad,379,73253.0
telangana,2020,2,nalgonda,335,71500.0
telangana,2020,2,khammam,334,68883.0
telangana,2020,2,mancherial,220,42506.0
telangana,2020,3,rangareddy,6340,1509162.0
telangana,2020,3,hyderabad,6331,1397580.0
telangana,2020,3,medchal malkajgiri,5929,1415970.0
telangana,2020,3,warangal urban,1612,385281.0
telangana,2020,3,sangareddy,1442,363881.0
telangana,2020,3,khammam,1226,317612.0
telangana,2020,3,karimnagar,1157,313760.0
telangana,2020,3,nalgonda,1035,269617.0
telangana,2020,3,nizamabad,857,243682.0
telangana,2020,3,bhadradri kothagudem,816,217549.0
telangana,2020,4,hyderabad,3682,1892565.0
telangana,2020,4,rangareddy,3486,2124943.0
telangana,2020,4,medchal malkajgiri,3298,2034226.0
telangana,2020,4,warangal urban,1030,522488.0
telangana,2020,4,nalgonda,834,464673.0
telangana,2020,4,khammam,814,441541.0
telangana,2020,4,sangareddy,797,507751.0
telangana,2020,4,karimnagar,649,307932.0
telangana,2020,4,bhadradri kothagudem,597,290516.0
telangana,2020,4,mancherial,515,274989.0
manipur,2022,1,imphal west,41,129130.0
manipur,2022,1,imphal east,26,91044.0
manipur,2022,1,churachandpur,19,67165.0
manipur,2022,1,bishnupur,18,36519.0
manipur,2022,1,kangpokpi,14,44438.0
manipur,2022,1,thoubal,13,29017.0
manipur,2022,1,ukhrul,9,27864.0
manipur,2022,1,jiribam,7,18718.0
manipur,2022,1,tamenglong,7,20811.0
manipur,2022,1,kakching,6,15769.0
manipur,2022,2,imphal west,69,180186.0
manipur,2022,2,imphal east,55,133221.0
manipur,2022,2,kangpokpi,22,47192.0
manipur,2022,2,churachandpur,18,54577.0
manipur,2022,2,thoubal,15,36232.0
manipur,2022,2,bishnupur,10,20861.0
manipur,2022,2,tengnoupal,9,18880.0
manipur,2022,2,chandel,5,12340.0
manipur,2022,2,ukhrul,5,8304.0
manipur,2022,2,senapati,4,21308.0
manipur,2022,3,imphal west,51,78530.0
manipur,2022,3,imphal east,40,90787.0
manipur,2022,3,kangpokpi,16,35025.0
manipur,2022,3,thoubal,16,38591.0
manipur,2022,3,bishnupur,14,24160.0
manipur,2022,3,churachandpur,12,17773.0
manipur,2022,3,senapati,9,31489.0
manipur,2022,3,jiribam,9,23319.0
manipur,2022,3,chandel,9,15705.0
manipur,2022,3,ukhrul,7,14532.0
manipur,2022,4,imphal west,77,190653.0
manipur,2022,4,imphal east,42,88393.0
manipur,2022,4,churachandpur,36,71508.0
manipur,2022,4,thoubal,24,41743.0
manipur,2022,4,bishnupur,19,62178.0
manipur,2022,4,kangpokpi,16,44552.0
manipur,2022,4,tengnoupal,12,27609.0
manipur,2022,4,ukhrul,11,28523.0
manipur,2022,4,jiribam,10,32186.0
manipur,2022,4,chandel,6,10066.0
manipur,2024,1,imphal west,127,275425.0
manipur,2024,1,imphal east,70,124428.0
manipur,2024,1,thoubal,33,20964.0
manipur,2024,1,bishnupur,27,34396.0
manipur,2024,1,kangpokpi,27,37878.0
manipur,2024,1,churachandpur,17,23717.0
manipur,2024,1,jiribam,17,43972.0
manipur,2024,1,chandel,12,24523.0
manipur,2024,1,tamenglong,12,20744.0
manipur,2024,1,tengnoupal,10,7427.0
manipur,2024,2,imphal west,108,207392.0
manipur,2024,2,imphal east,69,140054.0
manipur,2024,2,kangpokpi,36,80540.0
manipur,2024,2,bishnupur,25,30408.0
manipur,2024,2,churachandpur,19,33256.0
manipur,2024,2,thoubal,16,22555.0
manipur,2024,2,chandel,15,48066.0
manipur,2024,2,jiribam,12,14578.0
manipur,2024,2,ukhrul,11,27333.0
manipur,2024,2,tamenglong,10,21477.0
manipur,2024,3,imphal west,96,224181.0
manipur,2024,3,imphal east,40,78874.0
manipur,2024,3,thoubal,36,68411.0
manipur,2024,3,bishnupur,23,37306.0
manipur,2024,3,churachandpur,19,30718.0
manipur,2024,3,kangpokpi,15,18748.0
manipur,2024,3,senapati,12,24046.0
manipur,2024,3,jiribam,9,26505.0
manipur,2024,3,tamenglong,8,13711.0
manipur,2024,3,chandel,8,23490.0
manipur,2024,4,imphal west,127,271206.0
manipur,2024,4,imphal east,77,140889.0
manipur,2024,4,thoubal,39,66801.0
manipur,2024,4,bishnupur,31,75892.0
manipur,2024,4,kangpokpi,25,74025.0
manipur,2024,4,churachandpur,20,41801.0
manipur,2024,4,kakching,18,56585.0
manipur,2024,4,jiribam,16,17517.0
manipur,2024,4,senapati,14,28034.0
manipur,2024,4,chandel,10,19370.0
manipur,2023,1,imphal west,69,201073.0
manipur,2023,1,imphal east,47,90627.0
manipur,2023,1,churachandpur,29,75246.0
manipur,2023,1,kangpokpi,12,50757.0
manipur,2023,1,bishnupur,11,31927.0
manipur,2023,1,thoubal,10,23968.0
manipur,2023,1,chandel,9,15346.0
manipur,2023,1,senapati,9,30067.0
manipur,2023,1,tengnoupal,8,46764.0
manipur,2023,1,jiribam,5,22938.0
