state,year,quarter,level,name,registered_users
andaman-&-nicobar-islands,2022,1,district,south andaman,63487
andaman-&-nicobar-islands,2022,1,district,north and middle andaman,10720
andaman-&-nicobar-islands,2022,1,district,nicobars,2081
andaman-&-nicobar-islands,2022,1,pincode,744103,15011
andaman-&-nicobar-islands,2022,1,pincode,744105,13070
andaman-&-nicobar-islands,2022,1,pincode,744101,12300
andaman-&-nicobar-islands,2022,1,pincode,744102,8271
andaman-&-nicobar-islands,2022,1,pincode,744202,4107
andaman-&-nicobar-islands,2022,1,pincode,744107,3455
andaman-&-nicobar-islands,2022,1,pincode,744104,3146
andaman-&-nicobar-islands,2022,1,pincode,744112,2552
andaman-&-nicobar-islands,2022,1,pincode,744211,2344
andaman-&-nicobar-islands,2022,1,pincode,744205,2034
andaman-&-nicobar-islands,2022,2,district,south andaman,66959
andaman-&-nicobar-islands,2022,2,district,north and middle andaman,11379
andaman-&-nicobar-islands,2022,2,district,nicobars,2192
andaman-&-nicobar-islands,2022,2,pincode,744103,15799
andaman-&-nicobar-islands,2022,2,pincode,744105,13791
andaman-&-nicobar-islands,2022,2,pincode,744101,12947
andaman-&-nicobar-islands,2022,2,pincode,744102,8709
andaman-&-nicobar-islands,2022,2,pincode,744202,4361
andaman-&-nicobar-islands,2022,2,pincode,744107,3674
andaman-&-nicobar-islands,2022,2,pincode,744104,3319
andaman-&-nicobar-islands,2022,2,pincode,744112,2700
andaman-&-nicobar-islands,2022,2,pincode,744211,2471
andaman-&-nicobar-islands,2022,2,pincode,744205,2162
andaman-&-nicobar-islands,2022,3,district,south andaman,70445
andaman-&-nicobar-islands,2022,3,district,north and middle andaman,11897
andaman-&-nicobar-islands,2022,3,district,nicobars,2300
andaman-&-nicobar-islands,2022,3,pincode,744103,16666
andaman-&-nicobar-islands,2022,3,pincode,744105,14503
andaman-&-nicobar-islands,2022,3,pincode,744101,13649
andaman-&-nicobar-islands,2022,3,pincode,744102,9148
andaman-&-nicobar-islands,2022,3,pincode,744202,4572
andaman-&-nicobar-islands,2022,3,pincode,744107,3868
andaman-&-nicobar-islands,2022,3,pincode,744104,3493
andaman-&-nicobar-islands,2022,3,pincode,744112,2837
andaman-&-nicobar-islands,2022,3,pincode,744211,2577
andaman-&-nicobar-islands,2022,3,pincode,744205,2268
andaman-&-nicobar-islands,2022,4,district,south andaman,73692
andaman-&-nicobar-islands,2022,4,district,north and middle andaman,12361
andaman-&-nicobar-islands,2022,4,district,nicobars,2389
andaman-&-nicobar-islands,2022,4,pincode,744103,17406
andaman-&-nicobar-islands,2022,4,pincode,744105,15185
andaman-&-nicobar-islands,2022,4,pincode,744101,14337
andaman-&-nicobar-islands,2022,4,pincode,744102,9591
andaman-&-nicobar-islands,2022,4,pincode,744202,4760
andaman-&-nicobar-islands,2022,4,pincode,744107,4051
andaman-&-nicobar-islands,2022,4,pincode,744104,3647
andaman-&-nicobar-islands,2022,4,pincode,744112,2975
andaman-&-nicobar-islands,2022,4,pincode,744211,2679
andaman-&-nicobar-islands,2022,4,pincode,744205,2358
andaman-&-nicobar-islands,2024,1,district,south andaman,89907
andaman-&-nicobar-islands,2024,1,district,north and middle andaman,15539
andaman-&-nicobar-islands,2024,1,district,nicobars,2965
andaman-&-nicobar-islands,2024,1,pincode,744103,21242
andaman-&-nicobar-islands,2024,1,pincode,744105,18563
andaman-&-nicobar-islands,2024,1,pincode,744101,17431
andaman-&-nicobar-islands,2024,1,pincode,744102,11589
andaman-&-nicobar-islands,2024,1,pincode,744202,5978
andaman-&-nicobar-islands,2024,1,pincode,744107,5006
andaman-&-nicobar-islands,2024,1,pincode,744104,4398
andaman-&-nicobar-islands,2024,1,pincode,744112,3629
andaman-&-nicobar-islands,2024,1,pincode,744211,3292
andaman-&-nicobar-islands,2024,1,pincode,744205,2975
andaman-&-nicobar-islands,2024,2,district,south andaman,93421
andaman-&-nicobar-islands,2024,2,district,north and middle andaman,16183
andaman-&-nicobar-islands,2024,2,district,nicobars,3083
andaman-&-nicobar-islands,2024,2,pincode,744103,22049
andaman-&-nicobar-islands,2024,2,pincode,744105,19314
andaman-&-nicobar-islands,2024,2,pincode,744101,18110
andaman-&-nicobar-islands,2024,2,pincode,744102,12053
andaman-&-nicobar-islands,2024,2,pincode,744202,6212
andaman-&-nicobar-islands,2024,2,pincode,744107,5184
andaman-&-nicobar-islands,2024,2,pincode,744104,4570
andaman-&-nicobar-islands,2024,2,pincode,744112,3761
andaman-&-nicobar-islands,2024,2,pincode,744211,3409
andaman-&-nicobar-islands,2024,2,pincode,744205,3090
andaman-&-nicobar-islands,2024,3,district,south andaman,143250
andaman-&-nicobar-islands,2024,3,district,north and middle andaman,21728
andaman-&-nicobar-islands,2024,3,district,nicobar,7495
andaman-&-nicobar-islands,2024,3,pincode,744103,42228
andaman-&-nicobar-islands,2024,3,pincode,744105,22090
andaman-&-nicobar-islands,2024,3,pincode,744102,17618
andaman-&-nicobar-islands,2024,3,pincode,744104,17606
andaman-&-nicobar-islands,2024,3,pincode,744101,11136
andaman-&-nicobar-islands,2024,3,pincode,744202,9206
andaman-&-nicobar-islands,2024,3,pincode,744106,7682
andaman-&-nicobar-islands,2024,3,pincode,744211,7045
andaman-&-nicobar-islands,2024,3,pincode,744107,6127
andaman-&-nicobar-islands,2024,3,pincode,744301,4126
andaman-&-nicobar-islands,2024,4,district,south andaman,148543
andaman-&-nicobar-islands,2024,4,district,north and middle andaman,22547
andaman-&-nicobar-islands,2024,4,district,nicobar,7698
andaman-&-nicobar-islands,2024,4,pincode,744103,43485
andaman-&-nicobar-islands,2024,4,pincode,744105,22976
andaman-&-nicobar-islands,2024,4,pincode,744104,18509
andaman-&-nicobar-islands,2024,4,pincode,744102,18169
andaman-&-nicobar-islands,2024,4,pincode,744101,11564
andaman-&-nicobar-islands,2024,4,pincode,744202,9545
andaman-&-nicobar-islands,2024,4,pincode,744106,7974
andaman-&-nicobar-islands,2024,4,pincode,744211,7337
andaman-&-nicobar-islands,2024,4,pincode,744107,6333
andaman-&-nicobar-islands,2024,4,pincode,744301,4221
andaman-&-nicobar-islands,2023,1,district,south andaman,77052
andaman-&-nicobar-islands,2023,1,district,north and middle andaman,12941
andaman-&-nicobar-islands,2023,1,district,nicobars,2491
andaman-&-nicobar-islands,2023,1,pincode,744103,18209
andaman-&-nicobar-islands,2023,1,pincode,744105,15848
andaman-&-nicobar-islands,2023,1,pincode,744101,15006
andaman-&-nicobar-islands,2023,1,pincode,744102,10033
andaman-&-nicobar-islands,2023,1,pincode,744202,4993
andaman-&-nicobar-islands,2023,1,pincode,744107,4239
andaman-&-nicobar-islands,2023,1,pincode,744104,3795
andaman-&-nicobar-islands,2023,1,pincode,744112,3141
andaman-&-nicobar-islands,2023,1,pincode,744211,2792
andaman-&-nicobar-islands,2023,1,pincode,744205,2480
andaman-&-nicobar-islands,2023,2,district,south andaman,80112
andaman-&-nicobar-islands,2023,2,district,north and middle andaman,13600
andaman-&-nicobar-islands,2023,2,district,nicobars,2617
andaman-&-nicobar-islands,2023,2,pincode,744103,18944
andaman-&-nicobar-islands,2023,2,pincode,744105,16488
andaman-&-nicobar-islands,2023,2,pincode,744101,15562
andaman-&-nicobar-islands,2023,2,pincode,744102,10387
andaman-&-nicobar-islands,2023,2,pincode,744202,5239
andaman-&-nicobar-islands,2023,2,pincode,744107,4425
andaman-&-nicobar-islands,2023,2,pincode,744104,3937
andaman-&-nicobar-islands,2023,2,pincode,744112,3261
andaman-&-nicobar-islands,2023,2,pincode,744211,2917
andaman-&-nicobar-islands,2023,2,pincode,744205,2605
andaman-&-nicobar-islands,2023,3,district,south andaman,83305
andaman-&-nicobar-islands,2023,3,district,north and middle andaman,14216
andaman-&-nicobar-islands,2023,3,district,nicobars,2734
andaman-&-nicobar-islands,2023,3,pincode,744103,19673
andaman-&-nicobar-islands,2023,3,pincode,744105,17171
andaman-&-nicobar-islands,2023,3,pincode,744101,16188
andaman-&-nicobar-islands,2023,3,pincode,744102,10799
andaman-&-nicobar-islands,2023,3,pincode,744202,5480
andaman-&-nicobar-islands,2023,3,pincode,744107,4591
andaman-&-nicobar-islands,2023,3,pincode,744104,4082
andaman-&-nicobar-islands,2023,3,pincode,744112,3382
andaman-&-nicobar-islands,2023,3,pincode,744211,3033
andaman-&-nicobar-islands,2023,3,pincode,744205,2716
andaman-&-nicobar-islands,2023,4,district,south andaman,86348
andaman-&-nicobar-islands,2023,4,district,north and middle andaman,14813
andaman-&-nicobar-islands,2023,4,district,nicobars,2817
andaman-&-nicobar-islands,2023,4,pincode,744103,20431
andaman-&-nicobar-islands,2023,4,pincode,744105,17824
andaman-&-nicobar-islands,2023,4,pincode,744101,16772
andaman-&-nicobar-islands,2023,4,pincode,744102,11155
andaman-&-nicobar-islands,2023,4,pincode,744202,5700
andaman-&-nicobar-islands,2023,4,pincode,744107,4759
andaman-&-nicobar-islands,2023,4,pincode,744104,4224
andaman-&-nicobar-islands,2023,4,pincode,744112,3496
andaman-&-nicobar-islands,2023,4,pincode,744211,3141
andaman-&-nicobar-islands,2023,4,pincode,744205,2822
andaman-&-nicobar-islands,2019,1,district,south andaman,15961
andaman-&-nicobar-islands,2019,1,district,north and middle andaman,2013
andaman-&-nicobar-islands,2019,1,district,nicobars,622
andaman-&-nicobar-islands,2019,1,pincode,744103,4136
andaman-&-nicobar-islands,2019,1,pincode,744101,3030
andaman-&-nicobar-islands,2019,1,pincode,744105,2994
andaman-&-nicobar-islands,2019,1,pincode,744102,2667
andaman-&-nicobar-islands,2019,1,pincode,744104,756
andaman-&-nicobar-islands,2019,1,pincode,744202,753
andaman-&-nicobar-islands,2019,1,pincode,744107,667
andaman-&-nicobar-islands,2019,1,pincode,744112,585
andaman-&-nicobar-islands,2019,1,pincode,744211,524
andaman-&-nicobar-islands,2019,1,pincode,744301,488
andaman-&-nicobar-islands,2019,2,district,south andaman,18621
andaman-&-nicobar-islands,2019,2,district,north and middle andaman,2417
andaman-&-nicobar-islands,2019,2,district,nicobars,693
andaman-&-nicobar-islands,2019,2,pincode,744103,4748
andaman-&-nicobar-islands,2019,2,pincode,744101,3631
andaman-&-nicobar-islands,2019,2,pincode,744105,3547
andaman-&-nicobar-islands,2019,2,pincode,744102,3008
andaman-&-nicobar-islands,2019,2,pincode,744202,885
andaman-&-nicobar-islands,2019,2,pincode,744104,878
andaman-&-nicobar-islands,2019,2,pincode,744107,787
andaman-&-nicobar-islands,2019,2,pincode,744112,672
andaman-&-nicobar-islands,2019,2,pincode,744211,633
andaman-&-nicobar-islands,2019,2,pincode,744301,534
andaman-&-nicobar-islands,2019,3,district,south andaman,20518
andaman-&-nicobar-islands,2019,3,district,north and middle andaman,2662
andaman-&-nicobar-islands,2019,3,district,nicobars,751
andaman-&-nicobar-islands,2019,3,pincode,744103,5218
andaman-&-nicobar-islands,2019,3,pincode,744101,4026
andaman-&-nicobar-islands,2019,3,pincode,744105,3920
andaman-&-nicobar-islands,2019,3,pincode,744102,3250
andaman-&-nicobar-islands,2019,3,pincode,744202,982
andaman-&-nicobar-islands,2019,3,pincode,744104,975
andaman-&-nicobar-islands,2019,3,pincode,744107,885
andaman-&-nicobar-islands,2019,3,pincode,744112,765
andaman-&-nicobar-islands,2019,3,pincode,744211,701
andaman-&-nicobar-islands,2019,3,pincode,744301,575
andaman-&-nicobar-islands,2019,4,district,south andaman,22202
andaman-&-nicobar-islands,2019,4,district,north and middle andaman,2955
andaman-&-nicobar-islands,2019,4,district,nicobars,803
andaman-&-nicobar-islands,2019,4,pincode,744103,5637
andaman-&-nicobar-islands,2019,4,pincode,744101,4321
andaman-&-nicobar-islands,2019,4,pincode,744105,4277
andaman-&-nicobar-islands,2019,4,pincode,744102,3485
andaman-&-nicobar-islands,2019,4,pincode,744202,1087
andaman-&-nicobar-islands,2019,4,pincode,744104,1062
andaman-&-nicobar-islands,2019,4,pincode,744107,953
andaman-&-nicobar-islands,2019,4,pincode,744112,812
andaman-&-nicobar-islands,2019,4,pincode,744211,783
andaman-&-nicobar-islands,2019,4,pincode,744301,611
andaman-&-nicobar-islands,2021,1,district,south andaman,48352
andaman-&-nicobar-islands,2021,1,district,north and middle andaman,7833
andaman-&-nicobar-islands,2021,1,district,nicobars,1573
andaman-&-nicobar-islands,2021,1,pincode,744103,11416
andaman-&-nicobar-islands,2021,1,pincode,744105,9934
andaman-&-nicobar-islands,2021,1,pincode,744101,9457
andaman-&-nicobar-islands,2021,1,pincode,744102,6395
andaman-&-nicobar-islands,2021,1,pincode,744202,3005
andaman-&-nicobar-islands,2021,1,pincode,744107,2586
andaman-&-nicobar-islands,2021,1,pincode,744104,2383
andaman-&-nicobar-islands,2021,1,pincode,744112,1940
andaman-&-nicobar-islands,2021,1,pincode,744211,1774
andaman-&-nicobar-islands,2021,1,pincode,744205,1505
andaman-&-nicobar-islands,2021,2,district,south andaman,51903
andaman-&-nicobar-islands,2021,2,district,north and middle andaman,8493
andaman-&-nicobar-islands,2021,2,district,nicobars,1699
andaman-&-nicobar-islands,2021,2,pincode,744103,12268
andaman-&-nicobar-islands,2021,2,pincode,744105,10668
andaman-&-nicobar-islands,2021,2,pincode,744101,10120
andaman-&-nicobar-islands,2021,2,pincode,744102,6837
andaman-&-nicobar-islands,2021,2,pincode,744202,3261
andaman-&-nicobar-islands,2021,2,pincode,744107,2783
andaman-&-nicobar-islands,2021,2,pincode,744104,2573
andaman-&-nicobar-islands,2021,2,pincode,744112,2083
andaman-&-nicobar-islands,2021,2,pincode,744211,1904
andaman-&-nicobar-islands,2021,2,pincode,744205,1626
andaman-&-nicobar-islands,2021,3,district,south andaman,55873
andaman-&-nicobar-islands,2021,3,district,north and middle andaman,9263
andaman-&-nicobar-islands,2021,3,district,nicobars,1846
andaman-&-nicobar-islands,2021,3,pincode,744103,13198
andaman-&-nicobar-islands,2021,3,pincode,744105,11480
andaman-&-nicobar-islands,2021,3,pincode,744101,10866
andaman-&-nicobar-islands,2021,3,pincode,744102,7313
andaman-&-nicobar-islands,2021,3,pincode,744202,3543
andaman-&-nicobar-islands,2021,3,pincode,744107,3027
andaman-&-nicobar-islands,2021,3,pincode,744104,2777
andaman-&-nicobar-islands,2021,3,pincode,744112,2250
andaman-&-nicobar-islands,2021,3,pincode,744211,2055
andaman-&-nicobar-islands,2021,3,pincode,744205,1771
andaman-&-nicobar-islands,2021,4,district,south andaman,59807
andaman-&-nicobar-islands,2021,4,district,north and middle andaman,10002
andaman-&-nicobar-islands,2021,4,district,nicobars,1971
andaman-&-nicobar-islands,2021,4,pincode,744103,14127
andaman-&-nicobar-islands,2021,4,pincode,744105,12300
andaman-&-nicobar-islands,2021,4,pincode,744101,11623
andaman-&-nicobar-islands,2021,4,pincode,744102,7813
andaman-&-nicobar-islands,2021,4,pincode,744202,3815
andaman-&-nicobar-islands,2021,4,pincode,744107,3247
andaman-&-nicobar-islands,2021,4,pincode,744104,2962
andaman-&-nicobar-islands,2021,4,pincode,744112,2411
andaman-&-nicobar-islands,2021,4,pincode,744211,2200
andaman-&-nicobar-islands,2021,4,pincode,744205,1902
andaman-&-nicobar-islands,2020,1,district,south andaman,24174
andaman-&-nicobar-islands,2020,1,district,north and middle andaman,3315
andaman-&-nicobar-islands,2020,1,district,nicobars,879
andaman-&-nicobar-islands,2020,1,pincode,744103,6108
andaman-&-nicobar-islands,2020,1,pincode,744101,4689
andaman-&-nicobar-islands,2020,1,pincode,744105,4684
andaman-&-nicobar-islands,2020,1,pincode,744102,3727
andaman-&-nicobar-islands,2020,1,pincode,744202,1216
andaman-&-nicobar-islands,2020,1,pincode,744104,1154
andaman-&-nicobar-islands,2020,1,pincode,744107,1062
andaman-&-nicobar-islands,2020,1,pincode,744112,889
andaman-&-nicobar-islands,2020,1,pincode,744211,886
andaman-&-nicobar-islands,2020,1,pincode,744301,669
andaman-&-nicobar-islands,2020,2,district,south andaman,27626
andaman-&-nicobar-islands,2020,2,district,north and middle andaman,4100
andaman-&-nicobar-islands,2020,2,district,nicobars,984
andaman-&-nicobar-islands,2020,2,pincode,744103,6804
andaman-&-nicobar-islands,2020,2,pincode,744105,5479
andaman-&-nicobar-islands,2020,2,pincode,744101,5365
andaman-&-nicobar-islands,2020,2,pincode,744102,4066
andaman-&-nicobar-islands,2020,2,pincode,744202,1475
andaman-&-nicobar-islands,2020,2,pincode,744104,1333
andaman-&-nicobar-islands,2020,2,pincode,744107,1252
andaman-&-nicobar-islands,2020,2,pincode,744112,1039
andaman-&-nicobar-islands,2020,2,pincode,744211,1036
andaman-&-nicobar-islands,2020,2,pincode,744205,806
andaman-&-nicobar-islands,2020,3,district,south andaman,34833
andaman-&-nicobar-islands,2020,3,district,north and middle andaman,5355
andaman-&-nicobar-islands,2020,3,district,nicobars,1147
andaman-&-nicobar-islands,2020,3,pincode,744103,8318
andaman-&-nicobar-islands,2020,3,pincode,744105,7007
andaman-&-nicobar-islands,2020,3,pincode,744101,6881
andaman-&-nicobar-islands,2020,3,pincode,744102,4919
andaman-&-nicobar-islands,2020,3,pincode,744202,1965
andaman-&-nicobar-islands,2020,3,pincode,744104,1718
andaman-&-nicobar-islands,2020,3,pincode,744107,1710
andaman-&-nicobar-islands,2020,3,pincode,744112,1372
andaman-&-nicobar-islands,2020,3,pincode,744211,1279
andaman-&-nicobar-islands,2020,3,pincode,744205,1008
andaman-&-nicobar-islands,2020,4,district,south andaman,43908
andaman-&-nicobar-islands,2020,4,district,north and middle andaman,7076
andaman-&-nicobar-islands,2020,4,district,nicobars,1412
andaman-&-nicobar-islands,2020,4,pincode,744103,10408
andaman-&-nicobar-islands,2020,4,pincode,744105,8962
andaman-&-nicobar-islands,2020,4,pincode,744101,8593
andaman-&-nicobar-islands,2020,4,pincode,744102,5882
andaman-&-nicobar-islands,2020,4,pincode,744202,2711
andaman-&-nicobar-islands,2020,4,pincode,744107,2346
andaman-&-nicobar-islands,2020,4,pincode,744104,2167
andaman-&-nicobar-islands,2020,4,pincode,744112,1761
andaman-&-nicobar-islands,2020,4,pincode,744211,1579
andaman-&-nicobar-islands,2020,4,pincode,744205,1346
andaman-&-nicobar-islands,2018,1,district,south andaman,5846
andaman-&-nicobar-islands,2018,1,district,north and middle andaman,632
andaman-&-nicobar-islands,2018,1,district,nicobars,262
andaman-&-nicobar-islands,2018,1,pincode,744103,1608
andaman-&-nicobar-islands,2018,1,pincode,744101,1108
andaman-&-nicobar-islands,2018,1,pincode,744105,1075
andaman-&-nicobar-islands,2018,1,pincode,744102,1006
andaman-&-nicobar-islands,2018,1,pincode,744104,272
andaman-&-nicobar-islands,2018,1,pincode,744202,237
andaman-&-nicobar-islands,2018,1,pincode,744112,215
andaman-&-nicobar-islands,2018,1,pincode,744301,207
andaman-&-nicobar-islands,2018,1,pincode,744107,196
andaman-&-nicobar-islands,2018,1,pincode,744211,156
andaman-&-nicobar-islands,2018,2,district,south andaman,8143
andaman-&-nicobar-islands,2018,2,district,north and middle andaman,911
andaman-&-nicobar-islands,2018,2,district,nicobars,351
andaman-&-nicobar-islands,2018,2,pincode,744103,2188
andaman-&-nicobar-islands,2018,2,pincode,744101,1521
andaman-&-nicobar-islands,2018,2,pincode,744105,1492
andaman-&-nicobar-islands,2018,2,pincode,744102,1419
andaman-&-nicobar-islands,2018,2,pincode,744104,396
andaman-&-nicobar-islands,2018,2,pincode,744202,343
andaman-&-nicobar-islands,2018,2,pincode,744112,299
andaman-&-nicobar-islands,2018,2,pincode,744107,293
andaman-&-nicobar-islands,2018,2,pincode,744301,273
andaman-&-nicobar-islands,2018,2,pincode,744211,240
andaman-&-nicobar-islands,2018,3,district,south andaman,10474
andaman-&-nicobar-islands,2018,3,district,north and middle andaman,1208
andaman-&-nicobar-islands,2018,3,district,nicobars,467
andaman-&-nicobar-islands,2018,3,pincode,744103,2741
andaman-&-nicobar-islands,2018,3,pincode,744101,1978
andaman-&-nicobar-islands,2018,3,pincode,744105,1935
andaman-&-nicobar-islands,2018,3,pincode,744102,1803
andaman-&-nicobar-islands,2018,3,pincode,744104,507
andaman-&-nicobar-islands,2018,3,pincode,744202,446
andaman-&-nicobar-islands,2018,3,pincode,744112,388
andaman-&-nicobar-islands,2018,3,pincode,744107,384
andaman-&-nicobar-islands,2018,3,pincode,744301,372
andaman-&-nicobar-islands,2018,3,pincode,744211,327
andaman-&-nicobar-islands,2018,4,district,south andaman,13133
andaman-&-nicobar-islands,2018,4,district,north and middle andaman,1553
andaman-&-nicobar-islands,2018,4,district,nicobars,536
andaman-&-nicobar-islands,2018,4,pincode,744103,3373
andaman-&-nicobar-islands,2018,4,pincode,744101,2498
andaman-&-nicobar-islands,2018,4,pincode,744105,2416
andaman-&-nicobar-islands,2018,4,pincode,744102,2231
andaman-&-nicobar-islands,2018,4,pincode,744104,634
andaman-&-nicobar-islands,2018,4,pincode,744202,554
andaman-&-nicobar-islands,2018,4,pincode,744107,548
andaman-&-nicobar-islands,2018,4,pincode,744112,496
andaman-&-nicobar-islands,2018,4,pincode,744211,433
andaman-&-nicobar-islands,2018,4,pincode,744301,425
tamil-nadu,2022,1,district,chennai,2388315
tamil-nadu,2022,1,district,thiruvallur,1970646
tamil-nadu,2022,1,district,coimbatore,1687096
tamil-nadu,2022,1,district,chengalpattu,1621177
tamil-nadu,2022,1,district,kancheepuram,1158719
tamil-nadu,2022,1,district,tiruppur,1014036
tamil-nadu,2022,1,district,salem,905104
tamil-nadu,2022,1,district,madurai,820952
tamil-nadu,2022,1,district,krishnagiri,776101
tamil-nadu,2022,1,district,tiruchirappalli,688562
tamil-nadu,2022,1,pincode,641602,172812
tamil-nadu,2022,1,pincode,635109,154260
tamil-nadu,2022,1,pincode,602105,142269
tamil-nadu,2022,1,pincode,600100,134860
tamil-nadu,2022,1,pincode,635126,125806
tamil-nadu,2022,1,pincode,600056,121108
tamil-nadu,2022,1,pincode,600003,119226
tamil-nadu,2022,1,pincode,600053,113418
tamil-nadu,2022,1,pincode,600116,109830
tamil-nadu,2022,1,pincode,600042,102844
tamil-nadu,2022,2,district,chennai,2509588
tamil-nadu,2022,2,district,thiruvallur,2075274
tamil-nadu,2022,2,district,coimbatore,1775760
tamil-nadu,2022,2,district,chengalpattu,1704864
tamil-nadu,2022,2,district,kancheepuram,1220237
tamil-nadu,2022,2,district,tiruppur,1070480
tamil-nadu,2022,2,district,salem,954155
tamil-nadu,2022,2,district,madurai,864806
tamil-nadu,2022,2,district,krishnagiri,818552
tamil-nadu,2022,2,district,tiruchirappalli,725751
tamil-nadu,2022,2,pincode,641602,182250
tamil-nadu,2022,2,pincode,635109,162465
tamil-nadu,2022,2,pincode,602105,150085
tamil-nadu,2022,2,pincode,600100,141741
tamil-nadu,2022,2,pincode,635126,132473
tamil-nadu,2022,2,pincode,600056,127333
tamil-nadu,2022,2,pincode,600003,125101
tamil-nadu,2022,2,pincode,600053,119247
tamil-nadu,2022,2,pincode,600116,115418
tamil-nadu,2022,2,pincode,600042,107903
tamil-nadu,2022,3,district,chennai,2635738
tamil-nadu,2022,3,district,thiruvallur,2183990
tamil-nadu,2022,3,district,coimbatore,1867655
tamil-nadu,2022,3,district,chengalpattu,1791530
tamil-nadu,2022,3,district,kancheepuram,1284243
tamil-nadu,2022,3,district,tiruppur,1128474
tamil-nadu,2022,3,district,salem,1005031
tamil-nadu,2022,3,district,madurai,910111
tamil-nadu,2022,3,district,krishnagiri,862231
tamil-nadu,2022,3,district,tiruchirappalli,763327
tamil-nadu,2022,3,pincode,641602,192242
tamil-nadu,2022,3,pincode,635109,170986
tamil-nadu,2022,3,pincode,602105,158440
tamil-nadu,2022,3,pincode,600100,148795
tamil-nadu,2022,3,pincode,635126,139569
tamil-nadu,2022,3,pincode,600056,133858
tamil-nadu,2022,3,pincode,600003,131177
tamil-nadu,2022,3,pincode,600053,125379
tamil-nadu,2022,3,pincode,600116,121335
tamil-nadu,2022,3,pincode,600042,113181
tamil-nadu,2022,4,district,chennai,2763151
tamil-nadu,2022,4,district,thiruvallur,2290089
tamil-nadu,2022,4,district,coimbatore,1955681
tamil-nadu,2022,4,district,chengalpattu,1876163
tamil-nadu,2022,4,district,kancheepuram,1346845
tamil-nadu,2022,4,district,tiruppur,1183174
tamil-nadu,2022,4,district,salem,1052099
tamil-nadu,2022,4,district,madurai,953739
tamil-nadu,2022,4,district,krishnagiri,902906
tamil-nadu,2022,4,district,tiruchirappalli,798742
tamil-nadu,2022,4,pincode,641602,202276
tamil-nadu,2022,4,pincode,635109,179344
tamil-nadu,2022,4,pincode,602105,166520
tamil-nadu,2022,4,pincode,600100,155909
tamil-nadu,2022,4,pincode,635126,146590
tamil-nadu,2022,4,pincode,600056,140407
tamil-nadu,2022,4,pincode,600003,137459
tamil-nadu,2022,4,pincode,600053,131493
tamil-nadu,2022,4,pincode,600116,127254
tamil-nadu,2022,4,pincode,600042,118508
tamil-nadu,2024,1,district,chennai,3324538
tamil-nadu,2024,1,district,thiruvallur,2781638
tamil-nadu,2024,1,district,coimbatore,2365485
tamil-nadu,2024,1,district,chengalpattu,2267245
tamil-nadu,2024,1,district,kancheepuram,1636613
tamil-nadu,2024,1,district,tiruppur,1450347
tamil-nadu,2024,1,district,salem,1286923
tamil-nadu,2024,1,district,madurai,1160424
tamil-nadu,2024,1,district,krishnagiri,1103984
tamil-nadu,2024,1,district,tiruchirappalli,974721
tamil-nadu,2024,1,pincode,641602,246961
tamil-nadu,2024,1,pincode,635109,217442
tamil-nadu,2024,1,pincode,602105,204324
tamil-nadu,2024,1,pincode,600100,187325
tamil-nadu,2024,1,pincode,635126,177862
tamil-nadu,2024,1,pincode,600056,169513
tamil-nadu,2024,1,pincode,600003,164667
tamil-nadu,2024,1,pincode,600053,158665
tamil-nadu,2024,1,pincode,600116,153412
tamil-nadu,2024,1,pincode,641687,142791
tamil-nadu,2024,2,district,chennai,3447286
tamil-nadu,2024,2,district,thiruvallur,2888323
tamil-nadu,2024,2,district,coimbatore,2453619
tamil-nadu,2024,2,district,chengalpattu,2351888
tamil-nadu,2024,2,district,kancheepuram,1698969
tamil-nadu,2024,2,district,tiruppur,1506694
tamil-nadu,2024,2,district,salem,1337032
tamil-nadu,2024,2,district,madurai,1205081
tamil-nadu,2024,2,district,krishnagiri,1146774
tamil-nadu,2024,2,district,tiruchirappalli,1012247
tamil-nadu,2024,2,pincode,641602,256556
tamil-nadu,2024,2,pincode,635109,225667
tamil-nadu,2024,2,pincode,602105,212187
tamil-nadu,2024,2,pincode,600100,194157
tamil-nadu,2024,2,pincode,635126,184693
tamil-nadu,2024,2,pincode,600056,175824
tamil-nadu,2024,2,pincode,600003,170471
tamil-nadu,2024,2,pincode,600053,164811
tamil-nadu,2024,2,pincode,600116,159154
tamil-nadu,2024,2,pincode,641687,148437
tamil-nadu,2024,3,district,chennai,5387490
tamil-nadu,2024,3,district,coimbatore,2624716
tamil-nadu,2024,3,district,chengalpattu,2254071
tamil-nadu,2024,3,district,tiruppur,1682241
tamil-nadu,2024,3,district,tiruvallur,1651599
tamil-nadu,2024,3,district,salem,1448401
tamil-nadu,2024,3,district,krishnagiri,1243966
tamil-nadu,2024,3,district,madurai,1229378
tamil-nadu,2024,3,district,tiruchirappalli,1021499
tamil-nadu,2024,3,district,erode,930653
tamil-nadu,2024,3,pincode,635109,277842
tamil-nadu,2024,3,pincode,600100,209231
tamil-nadu,2024,3,pincode,602105,186610
tamil-nadu,2024,3,pincode,600044,160374
tamil-nadu,2024,3,pincode,641605,158729
tamil-nadu,2024,3,pincode,600014,157859
tamil-nadu,2024,3,pincode,600056,155782
tamil-nadu,2024,3,pincode,641603,149737
tamil-nadu,2024,3,pincode,641654,146438
tamil-nadu,2024,3,pincode,600042,142905
tamil-nadu,2024,4,district,chennai,5541760
tamil-nadu,2024,4,district,coimbatore,2702014
